DATE,NATIONAL_AUCTION_SALES,NATIONAL_TOTAL_SALES,TEXAS_AUCTION_SALES,avg_price_steers_ML1,avg_price_steers_ML1_2,avg_price_heifers_ML1,avg_price_heifers_ML1_2,AVG_PRICE_AUCTION,CORN_FUTURES_TYPICAL_PRICE,FEEDER_CATTLE_FUTURES_TYPICAL_PRICE,US_MXN_RATES,CPI_US,DIESEL_RETAIL_PRICE,FEDERAL_INTEREST_RATE
2024-01-19,96900.0,148400.0,4400.0,264.17,219.18,243.65,218.1,236.275,4.4425,2.2894375,17.0994,308.417,3.863,5.33
2024-01-26,257600.0,353200.0,6900.0,267.24,247.14,244.75,205.22,241.0875,4.484,2.32755,17.20566,308.417,3.838,5.33
2024-02-02,286500.0,345300.0,7300.0,271.25,262.18,252.78,224.98,252.7975,4.4468333334,2.41825,17.1526,310.326,3.867,5.33
2024-02-09,303000.0,417700.0,6300.0,280.09,257.43,252.29,223.32,253.2825,4.3668333334,2.4595666666,17.07716,310.326,3.899,5.33
2024-02-16,247300.0,306700.0,3000.0,288.0,277.37,280.55,234.69,270.1525,4.250500000000001,2.4778833332,17.08048,310.326,4.109,5.33
2024-02-23,281800.0,379900.0,8500.0,290.45,278.31,249.03,253.1,267.7225,4.1072916665,2.52162499975,17.06644,310.326,4.109,5.33
2024-03-01,227500.0,279900.0,6100.0,292.71,281.7,269.07,246.23,272.4275,4.1023333334,2.5142166666000003,17.06054,312.332,4.058,5.33
2024-03-08,213400.0,306200.0,7400.0,289.35,254.16,256.13,237.44,259.27,4.1903333336,2.5124666668,16.8917,312.332,4.022,5.33
2024-03-15,200600.0,237600.0,4300.0,272.12,245.67,269.11,247.04,258.485,4.289499999999999,2.4896666668000003,16.7244,312.332,4.004,5.33
2024-03-22,196400.0,291700.0,5700.0,284.41,251.1,269.6,248.97,263.52,4.3865,2.5068166666,16.75856,312.332,4.028,5.33
2024-03-29,129400.0,157900.0,4100.0,283.94,257.99,251.35,250.61,260.9725,4.3520833334999995,2.4830625,16.596799999999998,312.332,4.034,5.33
2024-04-05,157600.0,238100.0,3400.0,313.29,272.07,260.17,241.97,271.875,4.3293333334,2.41595,16.545679999999997,313.548,3.996,5.33
2024-04-12,167600.0,207100.0,4200.0,263.61,292.17,243.32,233.68,258.195,4.3304999998,2.3871999998,16.43198,313.548,4.061,5.33
2024-04-19,167700.0,283500.0,5400.0,263.47,255.26,255.45,236.51,252.6725,4.3063333334,2.4054333332,16.978,313.548,4.015,5.33
2024-04-26,165000.0,244500.0,4600.0,270.58,256.27,249.12,231.68,251.9125,4.3981666666,2.4448333334,17.092059999999996,313.548,3.992,5.33
2024-05-03,145300.0,244400.0,5400.0,278.36,279.15,248.16,254.23,264.975,4.4381666666,2.44735,17.00948,314.069,3.947,5.33
2024-05-10,146400.0,202300.0,3700.0,273.51,264.85,240.36,239.77,254.6225,4.5035,2.4062499998,16.8264,314.069,3.894,5.33
2024-05-17,145400.0,221100.0,5200.0,269.12,221.92,253.98,241.84,246.715,4.587333333399999,2.4322,16.7144,314.069,3.848,5.33
2024-05-24,153000.0,217400.0,5600.0,285.49,246.09,250.97,229.22,252.9425,4.6099999998,2.5120999999999998,16.646179999999998,314.069,3.789,5.33
2024-05-31,83400.0,148700.0,4900.0,285.84,267.48,269.18,236.89,264.8475,4.55395833325,2.60206250025,16.87654,314.069,3.758,5.33
2024-06-07,168200.0,203500.0,5900.0,295.76,271.0,257.26,239.6,265.905,4.4501666663999995,2.5485666666,17.873399999999997,314.175,3.726,5.33
2024-06-14,126800.0,220900.0,4500.0,272.18,281.65,256.63,272.52,270.745,4.5298333332,2.5835333331999997,18.46392,314.175,3.658,5.33
2024-06-21,115200.0,190200.0,4600.0,295.4,249.35,265.28,257.18,266.8025,4.435833333250001,2.60204166675,18.35128,314.175,3.735,5.33
2024-06-28,115400.0,176100.0,4100.0,285.58,255.53,260.53,247.32,262.24,4.2013333334,2.5984833334,18.22104,314.175,3.769,5.33
2024-07-12,162100.0,661300.0,5100.0,280.77,242.65,261.57,248.36,258.3375,4.0236666668,2.5713833332,17.82032,314.54,3.865,5.33
2024-07-19,111300.0,186800.0,5500.0,284.54,255.22,259.37,235.58,258.6775,3.9445,2.5763,17.8124,314.54,3.826,5.33
2024-07-26,143400.0,374300.0,4200.0,272.25,266.26,257.01,251.11,261.6575,4.0153333332,2.5795499998,18.263240000000003,314.54,3.779,5.33
2024-08-02,106300.0,376200.0,3000.0,277.7,244.22,262.16,242.955,261.36,3.8735,2.5502,18.79702,314.796,3.768,5.33
2024-08-09,94100.0,222800.0,3500.0,279.89,252.07,255.59,234.8,255.5875,3.8394999999999997,2.4368833332,19.169400000000003,314.796,3.755,5.33
2024-08-16,117900.0,234000.0,5100.0,269.62,264.36,252.38,243.61,257.4925,3.7773333334,2.4589,18.82104,314.796,3.704,5.33
2024-08-23,146200.0,414600.0,4400.0,276.75,272.41,239.23,236.63,256.255,3.7399999999999998,2.4095666666,19.1036,314.796,3.688,5.33
2024-08-30,135500.0,185700.0,4700.0,282.83,267.84,250.69,228.75,257.5275,3.679,2.4301666668,19.66624,314.796,3.651,5.33
2024-09-06,125900.0,216600.0,3000.0,260.24,297.0,245.4,227.995,267.5466667,3.869375,2.3863333335,19.87012,315.301,3.625,5.33
2024-09-13,220300.0,310400.0,6000.0,269.5,258.58,249.05,227.24,251.0925,3.8343333332,2.3970333334,19.6917,315.301,3.555,5.33
2024-09-20,180600.0,280500.0,5900.0,248.51,244.65,244.19,232.45,242.45,4.093,2.4352166666,19.2572,315.301,3.526,5.33
2024-09-27,173500.0,220400.0,3100.0,273.81,242.1,254.97,219.25,247.5325,4.1345,2.45515,19.5316,315.301,3.539,4.83
2024-10-04,179400.0,242100.0,4600.0,266.23,279.3,240.95,248.59,258.7675,4.273833333400001,2.4791333332,19.456,315.664,3.544,4.83
2024-10-11,210400.0,249600.0,4700.0,281.43,259.55,243.73,231.07,253.945,4.2140000001999995,2.4960666668,19.3594,315.664,3.584,4.83
2024-10-18,249600.0,307700.0,6700.0,271.27,238.16,248.21,233.74,247.845,4.0563333334,2.4762999999999997,19.715600000000002,315.664,3.631,4.83
2024-10-25,273400.0,311200.0,6400.0,267.6,252.97,236.83,229.17,246.6425,4.1556666668,2.4883166666000003,19.8966,315.664,3.553,4.83
2024-11-01,284100.0,316200.0,7100.0,262.33,250.07,242.88,222.85,244.5325,4.1228333332,2.4960666666,20.098599999999998,315.493,3.573,4.83
2024-11-08,201000.0,258400.0,3000.0,250.27,262.36,242.19,235.88,247.675,4.2273333332,2.4673500001999997,20.04682,315.493,3.536,4.83
2024-11-15,235700.0,260900.0,6100.0,285.06,261.19,255.55,244.54,261.585,4.2593333332,2.4736166666,20.422,315.493,3.521,4.62
2024-11-22,230100.0,278800.0,5400.0,289.94,266.01,253.78,231.61,260.335,4.2788333334,2.53775,20.2712,315.493,3.491,4.58
2024-11-29,63200.0,78900.0,6900.0,297.735,275.08,264.775,244.57,270.53999999999996,4.20916666675,2.58070833325,20.4514,315.493,3.539,4.58
2024-12-06,316800.0,389400.0,8400.0,305.53,284.15,275.77,257.53,280.745,4.2490000000000006,2.5731666667999997,20.2642,315.605,3.54,4.58
2024-12-13,286300.0,319800.0,7500.0,310.2,269.77,270.14,264.63,278.685,4.3508333336,2.5767333332,20.16172,315.605,3.458,4.58
2024-12-20,202400.0,243000.0,6900.0,308.13,256.77,269.32,281.49,278.9275,4.4233333334000005,2.5608166666,20.196199999999997,315.605,3.494,4.58
2025-01-03,99500.0,111100.0,7100.0,307.22,274.11,273.51,281.07500000000005,283.97875,4.554375,2.6370208335000003,20.698339999999998,317.671,3.503,4.33
2025-01-10,235200.0,387600.0,7300.0,306.31,291.45,277.7,280.66,289.03,4.5808333332,2.6823333334,20.4326,317.671,3.561,4.33
2025-01-17,334700.0,425800.0,9100.0,312.18,280.06,287.08,270.92,287.56,4.7685,2.7343000002,20.64338,317.671,3.602,4.33
2025-01-24,194400.0,269200.0,3600.0,324.17,277.47,300.3,273.93,293.9675,4.871875,2.76485416675,20.4416,317.671,3.715,4.33
2025-01-31,293900.0,348300.0,6900.0,321.39,291.94,303.45,270.59,296.8425,4.8711666668,2.7979000002,20.616,317.671,3.659,4.33
2025-02-07,254600.0,304100.0,7800.0,323.43,298.36,281.97,267.97,292.9325,4.9066666664,2.68615,20.4767,317.671,3.66,4.33
